Organism	Sample Name	short	Run	Experiment	Age	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	dev_stage	Instrument	Isolate	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Platform	ReleaseDate	sex	SRA Study	Tissue	birth_location	Isolation_source	sub_species	BREED	Cultivar	Ecotype	STRAIN
Perissodus eccentricus	IZB2	perecc_IZB2	SRR9674054	SRX6434409	missing	WGS	252	16709796684	PRJNA550295	SAMN12123800	Model organism or animal	6043382862	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	IZB2	IZB2	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Perissodus microlepis	IQC4	permic_IQC4	SRR9665661	SRX6426572	missing	WGS	252	11403654696	PRJNA550295	SAMN12123709	Model organism or animal	4544818463	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	IQC4	IQC4	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Perissodus microlepis	IQI4	permic_IQI4	SRR9665675	SRX6426558	missing	WGS	252	8581674528	PRJNA550295	SAMN12123712	Model organism or animal	3476047759	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	IQI4	IQI4	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Plecodus multidentatus	IZA8	plemul_IZA8	SRR9674050	SRX6434413	missing	WGS	252	17443860588	PRJNA550295	SAMN12123798	Model organism or animal	7133889651	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	IZA8	IZA8	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Plecodus multidentatus	IZA9	plemul_IZA9	SRR9674055	SRX6434408	missing	WGS	252	12201633360	PRJNA550295	SAMN12123799	Model organism or animal	4977030167	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	IZA9	IZA9	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Petrochromis famula	IYA7	petfam_IYA7	SRR9674047	SRX6434416	missing	WGS	252	10718444268	PRJNA550295	SAMN12123793	Model organism or animal	4113491766	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	IYA7	IYA7	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Petrochromis famula	IYA6	petfam_IYA6	SRR9674048	SRX6434415	missing	WGS	252	7543059552	PRJNA550295	SAMN12123792	Model organism or animal	2846097893	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	IYA6	IYA6	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Petrochromis fasciolatus	GPH7	petfas_GPH7	SRR9657526	SRX6418735	missing	WGS	252	9917695368	PRJNA550295	SAMN12123644	Model organism or animal	3844918319	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	GPH7	GPH7	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Petrochromis fasciolatus	JAE1	petfas_JAE1	SRR9674000	SRX6434464	missing	WGS	252	10028598552	PRJNA550295	SAMN12123814	Model organism or animal	4075610807	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	JAE1	JAE1	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Petrochromis horii	IWB5	pethor_IWB5	SRR9665680	SRX6426553	missing	WGS	252	9194522652	PRJNA550295	SAMN12123770	Model organism or animal	3645777742	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	IWB5	IWB5	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Petrochromis horii	IWB6	pethor_IWB6	SRR9665704	SRX6426529	missing	WGS	252	12379424148	PRJNA550295	SAMN12123771	Model organism or animal	4997297550	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	IWB6	IWB6	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Petrochromis macrognathus	LDA4	petmac_LDA4	SRR9673944	SRX6434276	missing	WGS	252	9008013168	PRJNA550295	SAMN12124043	Model organism or animal	3093599334	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	LDA4	LDA4	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Petrochromis macrognathus	LJB1	petmac_LJB1	SRR9673948	SRX6434272	missing	WGS	252	7926225048	PRJNA550295	SAMN12124112	Model organism or animal	2763387303	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	LJB1	LJB1	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Petrochromis orthognathus	JXH4	petort_JXH4	SRR9675396	SRX6435687	missing	WGS	252	5277604752	PRJNA550295	SAMN12123942	Model organism or animal	1851740413	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	JXH4	JXH4	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Petrochromis orthognathus	JXH5	petort_JXH5	SRR9675397	SRX6435686	missing	WGS	245	17610332342	PRJNA550295	SAMN12123943	Model organism or animal	6287772316	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	JXH5	JXH5	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Petrochromis polyodon	AWB9	petpol_AWB9	SRR9657561	SRX6418700	missing	WGS	252	9652992804	PRJNA550295	SAMN12123603	Model organism or animal	3240937660	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	AWB9	AWB9	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Petrochromis polyodon	AWI4	petpol_AWI4	SRR9657564	SRX6418697	missing	WGS	252	9780489936	PRJNA550295	SAMN12123606	Model organism or animal	3240945027	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	AWI4	AWI4	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Petrochromis sp. 'giant' AB-2019	LHD2	petgia_LHD2	SRR9673877	SRX6434343	missing	WGS	252	9392262264	PRJNA550295	SAMN12124100	Model organism or animal	3224001860	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	LHD2	LHD2	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Petrochromis sp. 'giant' AB-2019	LDC6	petgia_LDC6	SRR9673941	SRX6434279	missing	WGS	252	10099612656	PRJNA550295	SAMN12124046	Model organism or animal	3657475145	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	LDC6	LDC6	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Petrochromis sp. 'kazumbae' AB-2019	KEB4	petkas_KEB4	SRR9673898	SRX6434322	missing	WGS	252	10944606204	PRJNA550295	SAMN12123987	Model organism or animal	3719736121	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	KEB4	KEB4	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Petrochromis sp. 'kazumbae' AB-2019	KEA4	petkas_KEA4	SRR9673901	SRX6434319	missing	WGS	252	10916873100	PRJNA550295	SAMN12123986	Model organism or animal	3678490577	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	KEA4	KEA4	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Petrochromis sp. 'kipili brown' AB-2019	LDE3	petkip_LDE3	SRR9673878	SRX6434342	missing	WGS	252	7986587112	PRJNA550295	SAMN12124051	Model organism or animal	2774398584	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	LDE3	LDE3	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Petrochromis sp. 'kipili brown' AB-2019	LDE4	petkip_LDE4	SRR9673879	SRX6434341	missing	WGS	252	9202525668	PRJNA550295	SAMN12124052	Model organism or animal	3207428985	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	LDE4	LDE4	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Petrochromis sp. 'macrognathus rainbow' AB-2019	LGB8	petrai_LGB8	SRR9673834	SRX6434386	missing	WGS	252	9372922776	PRJNA550295	SAMN12124086	Model organism or animal	3222990347	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	LGB8	LGB8	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Petrochromis sp. 'macrognathus rainbow' AB-2019	LGB5	petrai_LGB5	SRR9673835	SRX6434385	missing	WGS	252	9275718312	PRJNA550295	SAMN12124085	Model organism or animal	3179604703	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	LGB5	LGB5	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Petrochromis sp. 'moshi yellow' AB-2019	LCF8	petmos_LCF8	SRR9673945	SRX6434275	missing	WGS	252	9166149720	PRJNA550295	SAMN12124042	Model organism or animal	3201305102	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	LCF8	LCF8	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Petrochromis sp. 'moshi yellow' AB-2019	LCF6	petmos_LCF6	SRR9673946	SRX6434274	missing	WGS	252	9747588816	PRJNA550295	SAMN12124041	Model organism or animal	3362434179	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	LCF6	LCF6	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Petrochromis sp. 'orthognathus ikola' AB-2019	LFA8	petiko_LFA8	SRR9673906	SRX6434314	missing	WGS	252	9890003592	PRJNA550295	SAMN12124070	Model organism or animal	3541704382	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	LFA8	LFA8	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Petrochromis sp. 'orthognathus ikola' AB-2019	LFA6	petiko_LFA6	SRR9673907	SRX6434313	missing	WGS	252	9426714696	PRJNA550295	SAMN12124069	Model organism or animal	3223841765	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	LFA6	LFA6	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Petrochromis sp. 'polyodon texas' AB-2019	LHB1	pettex_LHB1	SRR9673872	SRX6434348	missing	WGS	252	10075275756	PRJNA550295	SAMN12124097	Model organism or animal	3448978384	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	LHB1	LHB1	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Petrochromis sp. 'polyodon texas' AB-2019	LHB3	pettex_LHB3	SRR9673873	SRX6434347	missing	WGS	252	12744771984	PRJNA550295	SAMN12124098	Model organism or animal	4566858199	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	LHB3	LHB3	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Petrochromis sp. 'red' AB-2019	LCD1	petred_LCD1	SRR9673888	SRX6434332	missing	WGS	252	8067697848	PRJNA550295	SAMN12124035	Model organism or animal	2755701301	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	LCD1	LCD1	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Petrochromis sp. 'red' AB-2019	LCD5	petred_LCD5	SRR9673889	SRX6434331	missing	WGS	252	8153502588	PRJNA550295	SAMN12124036	Model organism or animal	2754928108	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	LCD5	LCD5	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Petrochromis trewavasae	IWD4	pettre_IWD4	SRR9665702	SRX6426531	missing	WGS	252	10460120580	PRJNA550295	SAMN12123773	Model organism or animal	4167738102	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	IWD4	IWD4	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Petrochromis trewavasae	IWC9	pettre_IWC9	SRR9665705	SRX6426528	missing	WGS	245	19380518779	PRJNA550295	SAMN12123772	Model organism or animal	6957085379	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	IWC9	IWC9	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Petrochromis trewavasae ephippium	IPC1	peteph_IPC1	SRR9665696	SRX6426537	missing	WGS	252	9220871772	PRJNA550295	SAMN12123695	Model organism or animal	3658037170	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	IPC1	IPC1	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika	ephippium				
Petrochromis trewavasae ephippium	IYA5	peteph_IYA5	SRR9674049	SRX6434414	missing	WGS	252	7301984508	PRJNA550295	SAMN12123791	Model organism or animal	2744550859	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	IYA5	IYA5	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika	ephippium				
Plecodus elaviae	LHI4	pleela_LHI4	SRR9673814	SRX6434406	missing	WGS	252	9599679180	PRJNA550295	SAMN12124108	Model organism or animal	3298435198	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	LHI4	LHI4	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Plecodus elaviae	LHI6	pleela_LHI6	SRR9673825	SRX6434395	missing	WGS	252	9982318248	PRJNA550295	SAMN12124109	Model organism or animal	3409822012	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	LHI6	LHI6	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Plecodus paradoxus	LEC7	plepar_LEC7	SRR9673909	SRX6434311	missing	WGS	252	8854901244	PRJNA550295	SAMN12124061	Model organism or animal	3318485771	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	LEC7	LEC7	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Plecodus paradoxus	JDI4	plepar_JDI4	SRR9674028	SRX6434435	missing	WGS	252	10709028036	PRJNA550295	SAMN12123845	Model organism or animal	3681679315	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	JDI4	JDI4	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Plecodus straeleni	INE9	plestr_INE9	SRR9657477	SRX6418784	missing	WGS	252	11540554200	PRJNA550295	SAMN12123680	Model organism or animal	4672030129	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	INE9	INE9	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Plecodus straeleni	INE8	plestr_INE8	SRR9657478	SRX6418783	missing	WGS	245	18900249602	PRJNA550295	SAMN12123679	Model organism or animal	6652943349	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	INE8	INE8	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Pseudosimochromis babaulti	AVB6	pscple_AVB6	SRR9657493	SRX6418768	missing	WGS	252	12584315520	PRJNA550295	SAMN12123598	Model organism or animal	4540259481	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	AVB6	AVB6	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Pseudosimochromis babaulti	AUB6	pscple_AUB6	SRR9657510	SRX6418751	missing	WGS	252	12251196216	PRJNA550295	SAMN12123587	Model organism or animal	4432051195	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	AUB6	AUB6	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Pseudosimochromis babaulti	JUA3	pscbab_JUA3	SRR9673979	SRX6434485	missing	WGS	252	10463342400	PRJNA550295	SAMN12123858	Model organism or animal	3773903804	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	JUA3	JUA3	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Pseudosimochromis babaulti	JUA4	pscbab_JUA4	SRR9673986	SRX6434478	missing	WGS	252	16335627084	PRJNA550295	SAMN12123859	Model organism or animal	6140561674	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	JUA4	JUA4	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Pseudosimochromis curvifrons	AYC7	psccur_AYC7	SRR9657541	SRX6418720	missing	WGS	252	12703797792	PRJNA550295	SAMN12123616	Model organism or animal	4592685607	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	AYC7	AYC7	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Pseudosimochromis curvifrons	AXF8	psccur_AXF8	SRR9657544	SRX6418717	missing	WGS	252	11689598088	PRJNA550295	SAMN12123613	Model organism or animal	4226243267	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	AXF8	AXF8	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Pseudosimochromis marginatus (North)	KFF1	pscmrg_KFF1	SRR9673843	SRX6434377	missing	WGS	252	9526138020	PRJNA550295	SAMN12124003	Model organism or animal	3307150299	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	KFF1	KFF1	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Pseudosimochromis marginatus (North)	KFE8	pscmrg_KFE8	SRR9673844	SRX6434376	missing	WGS	252	9047501064	PRJNA550295	SAMN12124002	Model organism or animal	3154925942	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	KFE8	KFE8	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Pseudosimochromis marginatus	KCF3	pscmar_KCF3	SRR9675360	SRX6435723	missing	WGS	245	20462069485	PRJNA550295	SAMN12123979	Model organism or animal	7455793507	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	KCF3	KCF3	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Pseudosimochromis marginatus	KCE7	pscmar_KCE7	SRR9675363	SRX6435720	missing	WGS	252	12603987648	PRJNA550295	SAMN12123978	Model organism or animal	4283900642	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	KCE7	KCE7	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Reganochromis calliurus	IUI1	regcal_IUI1	SRR9665726	SRX6426507	missing	WGS	252	8773930116	PRJNA550295	SAMN12123757	Model organism or animal	3603731069	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	IUI1	IUI1	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Reganochromis calliurus	IUI4	regcal_IUI4	SRR9665727	SRX6426506	missing	WGS	252	9787669668	PRJNA550295	SAMN12123758	Model organism or animal	3931988469	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	IUI4	IUI4	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Simochromis diagramma	AUE1	simdia_AUE1	SRR9657496	SRX6418765	missing	WGS	252	12278061180	PRJNA550295	SAMN12123591	Model organism or animal	4465220869	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	AUE1	AUE1	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Simochromis diagramma	AUD8	simdia_AUD8	SRR9657517	SRX6418744	missing	WGS	252	13020170940	PRJNA550295	SAMN12123590	Model organism or animal	4696842454	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	AUD8	AUD8	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Spathodus erythrodon	JUB7	spaery_JUB7	SRR9673960	SRX6434503	missing	WGS	252	10694450340	PRJNA550295	SAMN12123861	Model organism or animal	4172991039	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	JUB7	JUB7	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
